iter	RMSE
724	0.4940518848
725	0.4938645159
726	0.4936371718
727	0.4933485841
728	0.4932192708
729	0.492909041
730	0.4927267828
731	0.4924553423
732	0.4922447201
733	0.4919985895
734	0.4918119331
735	0.4916496934
736	0.4914861124
737	0.4913640954
738	0.4910928195
739	0.4908286331
740	0.4906912074
741	0.4905635574
742	0.4904154601
743	0.4902298244
744	0.4898330356
745	0.4896818734
746	0.4893447285
747	0.4891677479
748	0.4889853699
749	0.4888325547
750	0.488501634
751	0.4881824261
752	0.4878425695
753	0.4877115698
754	0.4872978689
755	0.4870748764
756	0.4869438551
757	0.4867989922
758	0.4865567356
759	0.4863891498
760	0.4860985337
761	0.4859069363
762	0.4856124699
763	0.4853042213
764	0.485036529
765	0.484812727
766	0.4846269228
767	0.4844755652
768	0.4842317708
769	0.4840002005
770	0.4837755061
771	0.4836302637
772	0.4833903906
773	0.4832014222
774	0.4828672911
775	0.4826426699
776	0.4824399696
777	0.4823004074
778	0.4819605008
779	0.4816832212
780	0.4814466849
781	0.4811016305
782	0.4809511094
783	0.4807605465
784	0.480601606
785	0.4804587751
786	0.4801976883
787	0.4800613603
788	0.4798207026
789	0.479692765
790	0.4795007807
791	0.4793537857
792	0.4789507366
793	0.4787620987
794	0.4785919601
795	0.478423134
796	0.4782798738
797	0.4781318848
798	0.4778621533
799	0.4776979005
800	0.4772851367
801	0.4769816668
802	0.4768600965
803	0.4767122783
804	0.4765424279
805	0.4762875376
806	0.4761615314
807	0.4759623447
808	0.4755996252
809	0.4754023438
810	0.4752140865
811	0.475089274
812	0.4748631091
813	0.4747522829
814	0.4745618009
815	0.4742323531
816	0.4738596547
817	0.4737308875
818	0.4733917844
819	0.4732647393
820	0.4729841879
821	0.472741466
822	0.4726268897
823	0.4724373508
824	0.4722274622
825	0.4720076671
826	0.4718335925
827	0.4714384782
828	0.4713178743
829	0.4711272949
830	0.4709975454
831	0.4706807681
832	0.4705878711
833	0.4704642119
834	0.4702144756
835	0.4700967569
836	0.4698055425
837	0.4696770636
838	0.46955855
839	0.4692044498
840	0.4689142675
841	0.4687598255
842	0.468590303
843	0.4683466617
844	0.4682132306
845	0.4681007761
846	0.4678483976
847	0.4676552718
848	0.4675235045
849	0.4672795938
850	0.4671685283
851	0.4670151789
852	0.4668845066
853	0.4665687119
854	0.4663634262
855	0.4662345878
856	0.4660550675
857	0.4658804992
858	0.4657674742
859	0.4656580139
860	0.4655218512
861	0.4653921912
862	0.4651953839
863	0.4650961484
864	0.4648819179
865	0.4647093193
866	0.4643925036
867	0.4641326189
868	0.4640068759
869	0.4638187893
870	0.4635636241
871	0.4633600584
872	0.4630748031
873	0.4629798216
874	0.4628663551
875	0.4627387785
876	0.4623508208
877	0.4621822892
878	0.4620577581
879	0.4619347828
880	0.4615821167
881	0.461434221
882	0.4612674766
883	0.4611238044
884	0.4609776829
885	0.4606183108
886	0.4602262671
887	0.4600957298
888	0.4600701219
889	0.4599179517
890	0.4598117739
891	0.4596323397
892	0.4593804779
893	0.4592859394
894	0.4590981034
895	0.4588171843
896	0.4584650154
897	0.4583149497
898	0.4581624357
899	0.4580402212
900	0.4579157408
901	0.4577336085
902	0.4576444551
903	0.4575305167
904	0.4571722244
905	0.4568061558
906	0.4566091541
907	0.456391154
908	0.4562865801
909	0.4560002614
910	0.4558937299
911	0.4558137961
912	0.4556314216
913	0.4555303744
914	0.4553888298
915	0.4552048348
916	0.4551007005
917	0.4550042924
918	0.4547739471
919	0.4544866135
920	0.4544042354
921	0.4542896832
922	0.4541024922
923	0.4540064089
924	0.4536867919
925	0.4534481113
926	0.4533339716
927	0.4531448142
928	0.4528806807
929	0.452715306
930	0.4526219866
931	0.4525047877
932	0.4522645103
933	0.4520875608
934	0.4519865694
935	0.4517719806
936	0.4515885714
937	0.4514891072
938	0.4513622098
939	0.4512683644
940	0.4511747324
941	0.4510272679
942	0.4509171638
943	0.4507019639
944	0.4506009564
945	0.4504727473
946	0.4503527261
947	0.4501179844
948	0.4500228944
949	0.449811176
950	0.4497007691
951	0.4495852885
952	0.4494749004
953	0.4492389453
954	0.4490541201
955	0.4489310694
956	0.4486977363
957	0.4485022991
958	0.4483488828
959	0.4482073465
960	0.4481159858
961	0.4479940565
962	0.4478009509
963	0.4474322827
964	0.4473013388
965	0.4471996372
966	0.4471092094
967	0.4469747288
968	0.4466760589
969	0.4465534139
970	0.4462579441
971	0.4461717984
972	0.4459901431
973	0.4459038688
974	0.4458057671
975	0.4455742126
976	0.4454314053
977	0.4453311499
978	0.4451759474
979	0.4450873652
980	0.4448795536
981	0.4447520766
982	0.4446128211
983	0.4442656217
984	0.4441684363
985	0.4440571308
986	0.4439607956
987	0.4438491212
988	0.4435369092
989	0.4432796534
990	0.4431333971
991	0.4430518506
992	0.4428374475
993	0.4427532008
994	0.4426530175
995	0.4424938314
996	0.4424387229
997	0.4423253841
998	0.442116422
999	0.4420336317
1000	0.4419155565
1001	0.4418124172
1002	0.4417074958
1003	0.441620029
1004	0.4415259401
1005	0.44123531
1006	0.4411575578
1007	0.4410726862
1008	0.4408613879
1009	0.4407828028
1010	0.4406023
1011	0.4404252287
1012	0.4403235887
1013	0.4402257053
1014	0.4400136608
1015	0.4399284975
1016	0.4397618038
1017	0.4396762849
1018	0.4393877201
1019	0.4392154353
1020	0.43885201
1021	0.4387170651
1022	0.4386268429
1023	0.4382823082
1024	0.4380184001
1025	0.4378600464
1026	0.4377726182
1027	0.4375016074
1028	0.4373106452
1029	0.4372256007
1030	0.4370374981
1031	0.4369509096
1032	0.4366881333
1033	0.4365832233
1034	0.436473844
1035	0.4361202316
1036	0.4360342647
1037	0.4358067996
1038	0.435605001
1039	0.4355283335
1040	0.4351902407
1041	0.4351050914
1042	0.4350305019
1043	0.4348363993
1044	0.4347613397
1045	0.4345610031
1046	0.4344437653
1047	0.4343491578
1048	0.4342323312
1049	0.434146137
1050	0.4339519833
1051	0.4337701865
1052	0.4335714097
1053	0.4334509913
1054	0.4332568011
1055	0.4329504082
1056	0.4326629474
1057	0.4323487551
1058	0.4322586755
1059	0.4320421883
1060	0.4318733519
1061	0.4317810811
1062	0.4316871076
1063	0.4316064209
1064	0.4312974145
1065	0.4311941037
1066	0.431056296
1067	0.4308936385
1068	0.4308110598
1069	0.4307369904
1070	0.4306463773
1071	0.4305626874
1072	0.4303899409
1073	0.430299207
1074	0.4302281039
1075	0.4301477092
1076	0.4297807674
1077	0.4296913908
1078	0.4296149987
1079	0.4295470042
1080	0.4294006826
1081	0.4293320932
1082	0.4292455278
1083	0.4291648031
1084	0.4289956157
1085	0.428918106
1086	0.4287424468
1087	0.4285266896
1088	0.428433141
1089	0.428351669
1090	0.4282696117
1091	0.4279015261
1092	0.427811931
1093	0.4277200762
1094	0.4275702712
1095	0.4274911257
1096	0.4274176436
1097	0.4273456729
1098	0.4269738566
1099	0.4269026147
1100	0.4268141877
1101	0.4267315553
1102	0.4266467841
1103	0.4265729453
1104	0.4264893052
1105	0.4264162257
1106	0.4260985503
1107	0.4257236583
1108	0.4256414128
1109	0.4253464036
1110	0.4252517175
1111	0.424923642
1112	0.4246091568
1113	0.4245263354
1114	0.4244538068
1115	0.4243717731
1116	0.4241860292
1117	0.4240677204
1118	0.4238455237
1119	0.4237686555
1120	0.4235941607
1121	0.4235301963
1122	0.423292015
1123	0.4232139271
1124	0.4230449347
1125	0.4229681551
1126	0.422907646
1127	0.4228493086
1128	0.4227717027
1129	0.4226968581
1130	0.4226119109
1131	0.4223977175
1132	0.4221419495
1133	0.422074378
1134	0.4220013317
1135	0.4219302516
1136	0.4218640469
1137	0.421796175
1138	0.4214886679
1139	0.4214024741
1140	0.4213294216
1141	0.4212063435
1142	0.4209857118
1143	0.4206851037
1144	0.4204267858
1145	0.4203620192
1146	0.4200779187
1147	0.4199953884
1148	0.4198259684
1149	0.4197530851
1150	0.419546615
1151	0.4193390629
1152	0.4192681967
1153	0.4191966163
1154	0.4191291293
1155	0.418775035
1156	0.4184619384
1157	0.4182567793
1158	0.4181867818
1159	0.418088336
1160	0.4180233741
1161	0.4178559084
1162	0.4177947823
1163	0.4177108793
1164	0.4176514848
1165	0.4175849256
1166	0.4173923273
1167	0.4172284867
1168	0.4171483954
1169	0.4169182861
1170	0.416839629
1171	0.4167629658
1172	0.4165990495
1173	0.4165178628
1174	0.416464249
1175	0.4161767171
1176	0.4159400385
1177	0.4156742798
1178	0.415604821
1179	0.4155173042
1180	0.4154340576
1181	0.4153639084
1182	0.4150938631
1183	0.4150381177
1184	0.4147475951
1185	0.4146832964
1186	0.4144283829
1187	0.4143479613
1188	0.4142745677
1189	0.4142030278
1190	0.4140443489
1191	0.4138564545
1192	0.4135710779
1193	0.4135111559
1194	0.4134433476
1195	0.4133768404
1196	0.4133026024
1197	0.4130419176
1198	0.4128815176
1199	0.4127665875
1200	0.4126624403
1201	0.4124406393
1202	0.412365118
1203	0.4122985328
1204	0.4121481637
1205	0.4119142971
1206	0.4116088658
1207	0.4113223168
1208	0.4111076106
1209	0.4110428213
1210	0.410969437
1211	0.4108858684
1212	0.4106156817
1213	0.4105570533
1214	0.4103162275
1215	0.4102506439
1216	0.4101764341
1217	0.4099891325
1218	0.4098050042
1219	0.4097427094
1220	0.4095239134
1221	0.4092588102
1222	0.4091920653
1223	0.4091359661
1224	0.4088619585
1225	0.4086610127
1226	0.4085054174
1227	0.4081706866
1228	0.4081029809
1229	0.4078083013
1230	0.4077404125
1231	0.4075860313
1232	0.4074762411
1233	0.4072063807
1234	0.4071447348
1235	0.4070811695
1236	0.4069300983
1237	0.4067789271
1238	0.4067124
1239	0.4066046228
1240	0.4064293521
1241	0.4061654285
1242	0.4061088938
1243	0.4059570395
1244	0.4056898858
1245	0.4056271302
1246	0.4053651033
1247	0.4051228019
1248	0.4050603626
1249	0.4049838347
1250	0.4047218704
1251	0.4046617469
1252	0.4045942063
1253	0.4045368805
1254	0.4042976822
1255	0.4041564126
1256	0.4041012312
1257	0.4039216986
1258	0.4037169513
1259	0.4036636194
1260	0.4036055017
1261	0.4034741219
1262	0.4032150503
1263	0.4031362136
1264	0.4029890899
1265	0.4028294478
1266	0.402778085
1267	0.4025951421
1268	0.4025472912
1269	0.4023702672
1270	0.4022492948
1271	0.4021773938
1272	0.4018563032
1273	0.401665907
1274	0.4015212664
1275	0.4013531324
1276	0.4010353636
1277	0.4007735822
1278	0.4005477977
1279	0.4003706265
1280	0.4001574037
1281	0.3998373614
1282	0.3995653548
1283	0.3993295337
1284	0.3990649144
1285	0.398922413
1286	0.3988528198
1287	0.398625952
1288	0.3985736441
1289	0.3985201282
1290	0.3982706321
1291	0.398093569
1292	0.3980167184
1293	0.3979597449
1294	0.3978475862
1295	0.3976790656
1296	0.3976092415
1297	0.3975484164
1298	0.3973602033
1299	0.3973031873
1300	0.3970668226
1301	0.3970054111
1302	0.3967403962
1303	0.3966842887
1304	0.396618252
1305	0.3964231381
1306	0.3962520069
1307	0.3961064647
1308	0.3960432927
1309	0.3959800902
1310	0.395901766
1311	0.3956575925
1312	0.3954008105
1313	0.3953492335
1314	0.3952817671
1315	0.3951822732
1316	0.3951273032
1317	0.3950725315
1318	0.3948202057
1319	0.3945180677
1320	0.394456115
1321	0.3942770606
1322	0.3942102821
1323	0.3939665648
1324	0.3936729513
1325	0.3936086874
1326	0.3933189296
1327	0.3931168635
1328	0.3929780641
1329	0.3929268222
1330	0.3928390962
1331	0.3927851417
1332	0.3927269574
1333	0.3924319784
1334	0.3922510013
1335	0.3919413657
1336	0.3918957051
1337	0.391843549
1338	0.3917754449
1339	0.391644385
1340	0.3914640834
1341	0.3914009704
1342	0.3912759133
1343	0.3912198805
1344	0.3911593085
1345	0.3908555704
1346	0.3907685229
1347	0.390718975
1348	0.3904775276
1349	0.3903191189
1350	0.3902590336
1351	0.3902013591
1352	0.3900687625
1353	0.389778906
1354	0.3896897651
1355	0.3894447903
1356	0.3893822213
1357	0.3893112313
1358	0.3892573639
1359	0.3890973886
1360	0.3888635471
1361	0.3887934061
1362	0.3886629039
1363	0.3885299884
1364	0.3883649223
1365	0.3882362446
1366	0.3881834546
1367	0.3881250413
1368	0.3879351068
1369	0.3876423757
1370	0.3875827423
1371	0.3875232578
1372	0.3873805798
1373	0.3873324755
1374	0.3871251299
1375	0.3870751225
1376	0.3868979519
1377	0.3867787206
1378	0.3866523451
1379	0.3865947099
1380	0.3863857028
1381	0.3863297637
1382	0.3862770639
1383	0.3861232722
1384	0.3858457761
1385	0.3858025307
1386	0.3857432327
1387	0.3856835068
1388	0.3856180139
1389	0.385534183
1390	0.385293193
1391	0.3852240392
1392	0.3851140403
1393	0.3849034308
1394	0.3848545817
1395	0.3847310794
1396	0.3845654901
1397	0.3845076612
1398	0.3844515601
1399	0.3844029541
1400	0.3843236055
1401	0.3842754381
1402	0.38405686
1403	0.3840019186
1404	0.3837177927
1405	0.3836621359
1406	0.3834745002
1407	0.3833534209
1408	0.3831525059
1409	0.3829883673
1410	0.382702722
1411	0.3824309811
1412	0.3823730317
1413	0.382164044
1414	0.3821065675
1415	0.381822891
1416	0.3817770755
1417	0.3815640307
1418	0.3814005991
1419	0.3813592084
1420	0.3812742192
1421	0.3812184465
1422	0.3811599419
1423	0.3811035911
1424	0.3810565011
1425	0.3808447809
1426	0.380765472
1427	0.3805623955
1428	0.3803584176
1429	0.3801406722
1430	0.3800617278
1431	0.3799989228
1432	0.3798575994
1433	0.3796255037
1434	0.3795761551
1435	0.3795339451
1436	0.379313013
1437	0.3792561504
1438	0.3790416845
1439	0.3788807478
1440	0.3788271905
1441	0.3787752535
1442	0.3786933949
1443	0.3786055038
1444	0.3784428597
1445	0.3782037712
1446	0.3780210674
1447	0.3778787712
1448	0.3776708889
1449	0.3776116326
1450	0.377565844
1451	0.3773470383
1452	0.3772866125
1453	0.377232697
1454	0.3771840678
1455	0.3771149295
1456	0.377067437
1457	0.3770201258
1458	0.376968502
1459	0.3767680544
1460	0.376725687
1461	0.3766811152
1462	0.3766365976
1463	0.3765889964
1464	0.3765391071
1465	0.3764894386
1466	0.3764455148
1467	0.3761888389
1468	0.3760054428
1469	0.3759586907
1470	0.3759102608
1471	0.3758638623
1472	0.3756036259
1473	0.3753949402
1474	0.3753345514
1475	0.3752913074
1476	0.3752443509
1477	0.3751947873
1478	0.3750354255
1479	0.3748423511
1480	0.3747989182
1481	0.3747573918
1482	0.374720554
1483	0.3745291498
1484	0.3744518724
1485	0.3744030114
1486	0.3743539992
1487	0.3742885114
1488	0.3740963489
1489	0.3740527671
1490	0.3740084862
1491	0.3738036882
1492	0.3735759648
1493	0.3734431236
1494	0.3733935984
1495	0.3731996642
1496	0.3731510635
1497	0.3731050784
1498	0.373061337
1499	0.373014603
1500	0.3729648159
1501	0.3729184168
1502	0.3728212601
1503	0.37277485
1504	0.3725995271
1505	0.3723439908
1506	0.3722996462
1507	0.372133814
1508	0.3720878359
1509	0.3718358201
1510	0.3717917156
1511	0.3716290783
1512	0.3715867859
1513	0.371422654
1514	0.3712530223
1515	0.3710050652
