iter	Passed	Remaining
201	48	4742
202	48	4734
203	48	4726
204	48	4718
205	49	4711
206	49	4704
207	49	4695
208	49	4689
209	49	4684
210	49	4677
211	50	4669
212	50	4659
213	50	4668
214	50	4666
215	50	4669
216	51	4667
217	51	4680
218	51	4677
219	52	4681
220	52	4677
221	52	4672
222	52	4666
223	52	4661
224	52	4656
225	53	4657
226	53	4652
227	53	4648
228	53	4642
229	54	4642
230	54	4639
231	54	4632
232	54	4625
233	54	4618
234	54	4606
235	54	4597
236	55	4590
237	55	4583
238	55	4575
239	55	4569
240	55	4561
241	55	4553
242	55	4546
243	56	4539
244	56	4532
245	56	4525
246	56	4520
247	56	4514
248	56	4518
249	57	4520
250	57	4518
251	57	4523
252	57	4520
253	58	4521
254	58	4518
255	58	4521
256	58	4519
257	59	4526
258	59	4528
259	59	4524
260	59	4519
261	59	4517
262	60	4514
263	60	4510
264	60	4505
265	60	4499
266	60	4495
267	60	4489
268	61	4485
269	61	4481
270	61	4476
271	61	4471
272	61	4466
273	61	4463
274	62	4458
275	62	4463
276	62	4465
277	62	4466
278	63	4466
279	63	4470
280	63	4468
281	63	4466
282	64	4464
283	64	4460
284	64	4456
285	64	4455
286	64	4453
287	65	4450
288	65	4448
289	65	4446
290	65	4453
291	66	4457
292	66	4460
293	66	4480
294	67	4492
295	67	4499
296	67	4500
297	68	4499
298	68	4496
299	68	4495
300	68	4491
301	68	4499
302	69	4505
303	69	4503
304	69	4503
305	69	4501
306	70	4499
307	70	4497
308	70	4496
309	70	4495
310	71	4495
311	71	4495
312	71	4496
313	71	4497
314	72	4500
315	72	4497
316	72	4495
317	72	4494
318	72	4492
319	72	4488
320	73	4486
321	73	4484
322	73	4481
323	73	4477
324	73	4472
325	74	4468
326	74	4465
327	74	4462
328	74	4458
329	74	4452
330	74	4448
331	75	4446
332	75	4442
333	75	4440
334	75	4438
335	75	4436
336	75	4433
337	76	4431
338	76	4432
339	76	4435
340	77	4458
341	77	4460
342	77	4458
343	77	4455
344	78	4456
345	78	4454
346	78	4452
347	78	4450
348	79	4449
349	79	4449
350	79	4449
351	80	4470
352	80	4469
353	80	4466
354	80	4462
355	80	4460
356	81	4460
357	81	4456
358	81	4453
359	81	4449
360	81	4447
361	81	4444
362	82	4441
363	82	4442
364	82	4440
365	82	4437
366	82	4434
367	83	4431
368	83	4427
369	83	4425
370	83	4426
371	83	4427
372	84	4429
373	84	4432
374	84	4431
375	84	4429
376	85	4428
377	85	4426
378	85	4424
379	88	4555
380	88	4556
381	88	4565
382	89	4563
383	89	4567
384	89	4567
385	89	4565
386	90	4562
387	90	4559
388	90	4555
389	90	4552
390	90	4549
391	90	4546
392	91	4544
393	91	4541
394	91	4537
395	91	4534
396	91	4531
397	91	4528
398	92	4525
399	92	4523
400	92	4519
401	92	4516
402	92	4512
403	92	4508
404	93	4505
405	93	4503
406	93	4499
407	93	4496
408	93	4493
409	93	4490
410	94	4486
411	94	4483
412	94	4480
413	94	4477
414	94	4473
415	94	4470
416	95	4467
417	95	4473
418	95	4472
419	95	4471
420	96	4470
421	96	4477
422	96	4477
423	97	4480
424	97	4480
425	97	4482
426	97	4481
427	98	4481
428	98	4481
429	98	4480
430	98	4479
431	98	4476
432	99	4474
433	99	4479
434	99	4479
435	99	4478
436	99	4475
437	100	4472
438	100	4472
439	100	4470
440	100	4467
441	100	4464
442	101	4461
443	101	4464
444	101	4464
445	101	4464
446	102	4462
447	102	4464
448	102	4462
449	102	4463
450	102	4464
451	103	4461
452	103	4458
453	103	4454
454	103	4451
455	103	4448
456	103	4446
457	104	4445
458	104	4443
459	104	4442
460	104	4439
461	104	4437
462	105	4436
463	105	4434
464	105	4433
465	105	4431
466	105	4430
467	106	4433
468	106	4436
469	106	4435
470	106	4434
471	107	4432
472	107	4432
473	107	4436
474	107	4436
475	108	4434
476	108	4435
477	108	4433
478	108	4435
479	109	4435
480	109	4432
481	109	4433
482	109	4430
483	109	4427
484	109	4424
485	110	4425
486	110	4424
487	110	4425
488	111	4432
489	111	4434
490	111	4436
491	111	4438
492	112	4441
493	112	4443
494	112	4443
495	113	4447
496	113	4450
497	113	4454
498	114	4459
499	114	4459
500	114	4460
501	114	4463
502	115	4463
503	115	4463
504	115	4464
505	115	4467
506	116	4470
507	116	4471
508	116	4474
509	117	4472
510	117	4472
511	117	4475
512	117	4476
513	118	4476
514	118	4475
515	118	4477
516	118	4479
517	119	4483
518	119	4485
519	119	4487
520	120	4487
521	120	4488
522	120	4489
523	120	4488
524	120	4488
525	121	4486
526	121	4487
527	121	4487
528	121	4483
529	121	4480
530	122	4480
531	122	4480
532	122	4478
533	122	4477
534	123	4476
535	123	4481
536	123	4481
537	123	4480
538	124	4485
539	124	4486
540	124	4484
541	124	4484
542	125	4488
543	125	4489
544	125	4491
545	126	4491
546	126	4506
547	126	4507
548	127	4504
549	127	4504
550	127	4502
551	127	4500
552	127	4499
553	128	4502
554	128	4504
555	128	4508
556	129	4507
557	129	4505
558	129	4503
559	129	4505
560	129	4503
561	130	4500
562	130	4501
563	130	4500
564	130	4502
565	131	4506
566	131	4505
567	131	4506
568	131	4506
569	132	4503
570	132	4515
571	132	4515
572	133	4514
573	133	4513
574	133	4514
575	133	4515
576	134	4515
577	134	4513
578	134	4513
579	134	4512
580	134	4510
581	135	4510
582	135	4508
583	135	4506
584	135	4505
585	135	4503
586	136	4501
587	136	4499
588	136	4496
589	136	4494
590	136	4492
591	136	4489
592	137	4487
593	137	4487
594	137	4485
595	137	4488
596	138	4486
597	138	4483
598	138	4482
599	138	4479
600	138	4476
601	138	4474
602	139	4473
603	139	4471
604	139	4469
605	139	4467
606	139	4465
607	140	4465
608	140	4463
609	140	4460
610	140	4458
611	140	4456
612	140	4453
613	140	4451
614	141	4451
615	141	4448
616	142	4470
617	142	4480
618	143	4479
619	143	4477
620	143	4476
621	143	4474
622	143	4473
623	144	4472
624	144	4470
625	144	4468
626	144	4466
627	144	4467
628	145	4467
629	145	4466
630	145	4465
631	145	4463
632	145	4465
633	146	4463
634	146	4465
635	146	4465
636	146	4464
637	147	4464
638	147	4464
639	147	4466
640	147	4465
641	148	4464
642	148	4465
643	148	4465
644	148	4465
645	148	4463
646	149	4464
647	149	4465
648	149	4466
649	150	4468
650	150	4467
651	150	4470
652	150	4471
653	151	4473
654	151	4476
655	151	4477
656	152	4476
657	152	4477
658	152	4476
659	152	4474
660	152	4472
661	153	4470
662	153	4473
663	153	4474
664	153	4476
665	154	4480
666	154	4480
667	154	4484
668	155	4483
669	155	4484
670	155	4485
671	156	4487
672	156	4491
673	156	4492
674	157	4507
675	157	4509
676	157	4508
677	158	4507
678	158	4507
679	158	4506
680	158	4505
681	159	4505
682	159	4505
683	159	4506
684	159	4504
685	159	4503
686	160	4502
687	160	4501
688	160	4502
689	160	4501
690	161	4500
691	161	4502
692	161	4501
693	161	4499
694	161	4497
695	162	4495
696	162	4492
697	162	4494
698	162	4493
699	162	4491
700	163	4491
701	163	4500
702	164	4503
703	164	4502
704	164	4500
705	164	4499
706	164	4498
707	165	4500
708	165	4502
709	165	4503
710	165	4503
711	166	4502
712	166	4502
713	166	4500
714	166	4499
715	167	4500
716	167	4499
717	167	4500
718	167	4499
719	168	4500
720	168	4504
721	168	4505
722	169	4507
723	169	4506
724	169	4506
725	169	4504
726	169	4502
727	170	4503
728	170	4502
729	170	4502
730	170	4500
731	170	4498
732	171	4497
733	171	4495
734	171	4493
735	171	4490
736	171	4488
737	171	4487
738	172	4484
739	172	4482
740	172	4480
741	172	4478
742	172	4479
743	173	4480
744	173	4478
745	173	4478
746	173	4477
747	173	4477
748	174	4476
749	174	4475
750	174	4473
751	174	4472
752	174	4470
753	175	4468
754	175	4466
755	175	4465
756	175	4463
757	175	4462
758	175	4460
759	176	4458
760	176	4456
761	176	4455
762	176	4456
763	176	4454
764	177	4452
765	177	4450
766	177	4448
767	177	4446
768	177	4444
769	177	4442
770	178	4440
771	178	4438
772	178	4436
773	178	4434
774	178	4433
775	179	4434
776	179	4433
777	179	4433
778	179	4434
779	179	4433
780	180	4432
781	180	4431
782	180	4430
783	180	4428
784	180	4425
785	180	4423
786	181	4421
787	181	4420
788	181	4420
789	181	4418
790	181	4416
791	182	4414
792	182	4412
793	182	4410
794	182	4408
795	182	4406
796	182	4404
797	182	4402
798	183	4400
799	183	4399
800	183	4397
801	183	4395
802	183	4394
803	183	4392
804	184	4391
805	184	4390
806	184	4389
807	184	4389
808	184	4387
809	185	4386
810	185	4385
811	185	4384
812	185	4383
813	185	4382
814	186	4380
815	186	4378
816	186	4376
817	186	4374
818	186	4373
819	186	4371
820	187	4370
821	187	4369
822	187	4367
823	187	4366
824	188	4375
825	188	4375
826	188	4376
827	188	4375
828	189	4373
829	189	4372
830	189	4370
831	189	4369
832	189	4366
833	189	4365
834	190	4363
835	190	4362
836	190	4360
837	190	4358
838	190	4356
839	190	4355
840	191	4353
841	191	4351
842	191	4350
843	191	4348
844	191	4346
845	191	4345
846	192	4344
847	192	4342
848	192	4340
849	192	4340
850	192	4338
851	192	4337
852	193	4335
853	193	4335
854	193	4334
855	193	4332
856	193	4331
857	194	4332
858	194	4331
859	194	4329
860	194	4328
861	194	4327
862	195	4326
863	195	4325
864	195	4325
865	195	4324
866	195	4323
867	196	4322
868	196	4321
869	196	4320
870	196	4318
871	196	4316
872	196	4315
873	197	4313
874	197	4311
875	197	4309
876	197	4307
877	197	4305
878	197	4303
879	197	4301
880	198	4299
881	198	4297
882	198	4295
883	198	4293
884	198	4292
885	198	4290
886	199	4288
887	199	4286
888	199	4282
889	199	4281
890	199	4279
891	199	4277
892	199	4275
893	199	4273
894	200	4271
895	200	4269
896	200	4266
897	200	4265
898	200	4263
899	200	4261
900	200	4259
901	201	4258
902	201	4255
903	201	4254
904	201	4254
905	201	4253
906	202	4253
907	202	4252
908	202	4251
909	202	4250
910	202	4248
911	202	4246
912	203	4255
913	203	4256
914	204	4256
915	204	4254
916	204	4252
917	204	4251
918	204	4248
919	204	4246
920	204	4244
921	205	4243
922	205	4241
923	205	4239
924	205	4237
925	205	4236
926	205	4234
927	205	4232
928	206	4233
929	206	4231
930	206	4229
931	206	4227
932	206	4226
933	206	4224
934	207	4222
935	207	4220
936	207	4219
937	207	4217
938	207	4215
939	207	4213
940	207	4212
941	208	4210
942	208	4208
943	208	4206
944	208	4204
945	208	4202
946	208	4201
947	209	4202
948	209	4202
949	209	4203
950	209	4202
951	209	4201
952	210	4201
953	210	4200
954	210	4199
955	210	4199
956	211	4198
957	211	4197
958	211	4197
959	211	4196
960	211	4194
961	212	4195
962	212	4194
963	212	4193
964	212	4191
965	212	4190
966	212	4189
967	213	4188
968	213	4187
969	213	4186
970	213	4186
971	213	4188
972	214	4187
973	214	4186
974	214	4184
975	214	4183
976	214	4182
977	214	4181
978	215	4180
979	215	4178
980	215	4177
981	215	4175
982	215	4174
983	215	4173
984	216	4171
985	216	4170
986	216	4169
987	216	4167
988	216	4166
989	216	4164
990	217	4163
991	217	4162
992	217	4161
993	217	4159
994	217	4158
995	217	4157
996	218	4157
997	218	4157
998	218	4157
999	218	4158
1000	219	4157
1001	219	4157
1002	219	4156
1003	219	4156
1004	219	4155
1005	220	4155
1006	220	4159
1007	220	4158
1008	220	4157
1009	221	4156
1010	221	4155
1011	221	4155
1012	221	4155
1013	221	4155
1014	222	4157
1015	222	4156
1016	222	4157
1017	222	4157
1018	223	4157
1019	223	4156
1020	223	4156
1021	223	4155
1022	224	4155
1023	224	4160
1024	224	4161
1025	225	4163
1026	225	4162
1027	225	4161
1028	225	4160
1029	225	4160
1030	226	4159
1031	226	4159
1032	226	4158
1033	226	4157
1034	226	4156
1035	227	4155
1036	227	4154
1037	227	4153
1038	227	4152
1039	227	4152
1040	228	4152
1041	228	4151
1042	228	4152
1043	228	4151
1044	228	4150
1045	229	4150
1046	229	4149
1047	229	4148
1048	229	4147
1049	229	4147
1050	230	4146
1051	230	4145
1052	230	4144
1053	230	4143
1054	230	4142
1055	231	4144
1056	231	4143
1057	231	4142
1058	231	4141
1059	231	4140
1060	231	4139
1061	232	4138
1062	232	4137
1063	232	4136
1064	232	4134
1065	232	4133
1066	232	4132
1067	233	4130
1068	233	4130
1069	233	4130
1070	233	4130
1071	233	4129
1072	234	4128
1073	234	4126
1074	234	4126
1075	234	4126
1076	234	4125
1077	234	4123
1078	235	4122
1079	235	4120
1080	235	4118
1081	235	4116
1082	235	4115
1083	235	4114
1084	235	4112
1085	236	4110
1086	236	4110
1087	236	4109
1088	236	4108
1089	236	4107
1090	236	4106
1091	237	4105
1092	237	4103
1093	237	4102
1094	237	4101
1095	237	4099
1096	237	4098
1097	237	4096
1098	238	4095
1099	238	4094
1100	238	4092
1101	238	4091
1102	238	4089
1103	238	4088
1104	239	4088
1105	239	4087
1106	239	4090
1107	239	4090
1108	240	4091
1109	240	4091
1110	240	4091
1111	240	4090
1112	240	4089
1113	241	4088
1114	241	4086
1115	241	4085
1116	241	4084
1117	241	4082
1118	241	4081
1119	242	4080
1120	242	4080
1121	242	4079
1122	242	4078
1123	242	4077
1124	242	4076
1125	243	4075
1126	243	4073
1127	243	4072
1128	243	4071
1129	243	4069
1130	243	4069
1131	244	4068
1132	244	4066
1133	244	4065
1134	244	4064
1135	244	4063
1136	244	4062
1137	245	4060
1138	245	4059
1139	245	4058
1140	245	4056
1141	245	4055
1142	245	4054
1143	245	4053
1144	246	4051
1145	246	4050
1146	246	4049
1147	246	4048
1148	246	4047
1149	246	4046
1150	247	4045
1151	247	4044
1152	247	4043
1153	247	4042
1154	247	4041
1155	247	4040
1156	248	4039
1157	248	4040
1158	248	4040
1159	248	4040
1160	248	4039
1161	249	4039
1162	249	4038
1163	249	4037
1164	249	4036
1165	249	4035
1166	249	4034
1167	250	4033
1168	250	4032
1169	250	4031
1170	250	4030
1171	250	4029
1172	251	4028
1173	251	4027
1174	251	4027
1175	251	4027
1176	251	4027
1177	252	4026
1178	252	4025
1179	252	4024
1180	252	4023
1181	252	4022
1182	252	4021
1183	252	4020
1184	253	4019
1185	253	4018
1186	253	4017
1187	253	4016
1188	253	4015
1189	253	4014
1190	254	4013
1191	254	4013
1192	254	4014
1193	254	4015
1194	255	4017
1195	255	4017
1196	255	4017
1197	256	4018
1198	256	4017
1199	256	4017
1200	256	4016
1201	256	4016
1202	256	4015
1203	257	4014
1204	257	4013
1205	257	4013
1206	257	4012
1207	257	4011
1208	258	4010
1209	258	4010
1210	258	4009
1211	258	4008
1212	258	4007
1213	258	4006
1214	259	4006
1215	259	4005
1216	259	4004
1217	259	4003
1218	259	4003
1219	259	4002
1220	260	4001
1221	260	4002
1222	260	4001
1223	260	4001
1224	260	3999
1225	261	3999
1226	261	3998
1227	261	3997
1228	261	3997
1229	261	3996
1230	262	3994
1231	262	3993
1232	262	3992
1233	262	3991
1234	262	3991
1235	262	3990
1236	263	3989
1237	263	3988
1238	263	3988
1239	263	3988
1240	263	3988
1241	264	3987
1242	264	3987
1243	264	3986
1244	264	3986
1245	264	3985
1246	264	3984
1247	265	3983
1248	265	3983
1249	265	3982
1250	265	3981
1251	265	3980
1252	265	3979
1253	266	3978
1254	266	3977
1255	266	3976
1256	266	3975
1257	266	3974
1258	266	3973
1259	267	3974
1260	267	3973
1261	267	3973
1262	267	3972
1263	267	3971
1264	268	3970
1265	268	3969
1266	268	3968
1267	268	3968
1268	268	3967
1269	268	3966
1270	269	3964
1271	269	3964
1272	269	3964
1273	269	3964
1274	269	3964
1275	270	3964
1276	270	3963
1277	270	3963
1278	270	3962
1279	270	3961
1280	271	3962
1281	271	3961
1282	271	3960
1283	271	3959
1284	271	3959
1285	271	3958
1286	272	3957
1287	272	3956
1288	272	3955
1289	272	3954
1290	272	3953
1291	272	3952
1292	273	3951
1293	273	3950
1294	273	3950
1295	273	3949
1296	273	3948
1297	274	3948
1298	274	3947
1299	274	3946
1300	274	3945
1301	274	3944
1302	274	3943
1303	275	3942
1304	275	3941
1305	275	3940
1306	275	3939
1307	275	3938
1308	275	3937
1309	275	3937
1310	276	3935
1311	276	3935
1312	276	3934
1313	276	3932
1314	276	3932
1315	276	3931
1316	277	3930
1317	277	3929
1318	277	3929
1319	277	3928
1320	277	3927
1321	277	3926
1322	278	3925
1323	278	3924
1324	278	3924
1325	278	3926
1326	279	3926
1327	279	3927
1328	279	3926
1329	279	3925
1330	279	3924
1331	279	3923
1332	280	3923
1333	280	3922
1334	280	3921
1335	280	3920
1336	280	3919
1337	280	3918
1338	281	3917
1339	281	3916
1340	281	3917
1341	281	3916
1342	281	3916
1343	282	3916
1344	282	3915
1345	282	3915
1346	282	3914
1347	282	3914
1348	283	3913
1349	283	3912
1350	283	3911
1351	283	3910
1352	283	3909
1353	283	3908
1354	283	3907
1355	284	3906
1356	284	3905
1357	284	3906
1358	284	3906
1359	285	3907
1360	285	3907
1361	285	3907
1362	285	3906
1363	285	3905
1364	286	3905
1365	286	3904
1366	286	3904
1367	286	3903
1368	286	3903
1369	286	3902
1370	287	3901
1371	287	3901
1372	287	3900
1373	287	3899
1374	287	3898
1375	288	3898
1376	288	3897
1377	288	3897
1378	288	3896
1379	288	3896
1380	288	3895
1381	289	3894
1382	289	3893
1383	289	3893
1384	289	3893
1385	289	3892
1386	290	3891
1387	290	3890
1388	290	3890
1389	290	3889
1390	290	3888
1391	290	3888
1392	291	3887
1393	291	3887
1394	291	3886
1395	291	3885
1396	291	3884
1397	291	3884
1398	292	3883
1399	292	3882
1400	292	3883
1401	292	3882
1402	292	3881
1403	293	3881
1404	293	3880
1405	293	3879
1406	293	3878
1407	294	3884
1408	294	3883
1409	294	3883
1410	294	3883
1411	294	3882
1412	295	3882
1413	295	3881
1414	295	3880
1415	295	3879
1416	295	3878
1417	295	3878
1418	296	3877
1419	296	3876
1420	296	3875
1421	296	3874
1422	296	3875
1423	297	3874
1424	297	3874
1425	297	3873
1426	297	3872
1427	297	3872
1428	297	3871
1429	298	3870
1430	298	3870
1431	298	3869
1432	298	3868
1433	298	3867
1434	298	3866
1435	299	3866
1436	299	3865
1437	299	3864
1438	299	3863
1439	299	3864
1440	300	3864
1441	300	3864
1442	300	3864
1443	300	3864
1444	300	3863
1445	301	3863
1446	301	3863
1447	301	3864
1448	301	3863
1449	302	3863
1450	302	3863
1451	302	3862
1452	302	3862
1453	302	3861
1454	302	3861
1455	303	3860
1456	303	3860
1457	303	3859
1458	303	3859
1459	303	3858
1460	304	3857
1461	304	3857
1462	304	3856
1463	304	3856
1464	304	3855
1465	304	3855
1466	305	3855
1467	305	3854
1468	305	3853
1469	305	3853
1470	305	3852
1471	306	3851
1472	306	3850
1473	306	3850
1474	306	3849
1475	306	3848
1476	306	3847
1477	306	3847
1478	307	3846
1479	307	3846
1480	307	3845
1481	307	3844
1482	307	3844
1483	308	3843
1484	308	3843
1485	308	3842
1486	308	3842
1487	308	3841
1488	309	3842
1489	309	3843
1490	309	3844
1491	309	3844
1492	310	3843
1493	310	3842
1494	310	3842
1495	310	3841
1496	310	3840
1497	310	3839
1498	310	3838
1499	311	3837
1500	311	3836
1501	311	3835
1502	311	3834
1503	311	3833
1504	311	3832
1505	312	3831
1506	312	3830
1507	312	3829
1508	312	3828
1509	312	3827
1510	312	3826
1511	312	3825
1512	312	3824
1513	313	3823
1514	313	3822
1515	313	3821
1516	313	3820
1517	313	3819
1518	313	3818
1519	313	3816
1520	314	3816
1521	314	3814
1522	314	3814
1523	314	3812
1524	314	3811
1525	315	3816
1526	315	3815
1527	315	3815
1528	315	3814
1529	315	3812
1530	316	3812
1531	316	3811
1532	316	3812
1533	316	3811
1534	316	3810
1535	316	3809
1536	317	3808
1537	317	3807
1538	317	3805
1539	317	3804
1540	317	3803
1541	317	3802
1542	317	3801
1543	317	3800
1544	318	3799
1545	318	3798
1546	318	3797
1547	318	3796
1548	318	3795
1549	318	3794
1550	318	3793
1551	319	3792
1552	319	3791
1553	319	3790
1554	319	3789
1555	319	3788
1556	319	3787
1557	319	3786
1558	320	3785
1559	320	3784
1560	320	3783
1561	320	3783
1562	320	3782
1563	320	3781
1564	320	3780
1565	321	3779
1566	321	3778
1567	321	3777
1568	321	3776
1569	321	3775
1570	321	3774
1571	321	3774
1572	322	3773
1573	322	3772
1574	322	3772
1575	322	3771
1576	322	3771
1577	322	3770
1578	323	3769
1579	323	3769
1580	323	3768
1581	323	3768
1582	323	3768
1583	324	3769
1584	324	3768
1585	324	3767
1586	324	3766
1587	324	3766
1588	325	3766
1589	325	3765
1590	325	3765
1591	325	3764
1592	325	3764
1593	325	3763
1594	326	3763
1595	326	3762
1596	326	3762
1597	326	3761
1598	326	3761
1599	327	3760
1600	327	3759
1601	327	3759
1602	327	3758
1603	327	3757
1604	327	3757
1605	327	3756
1606	328	3755
1607	328	3755
1608	328	3754
1609	328	3753
1610	328	3753
1611	328	3752
1612	329	3751
1613	329	3751
1614	329	3750
1615	329	3749
1616	329	3750
1617	330	3750
1618	330	3750
1619	330	3749
1620	330	3749
1621	330	3749
1622	331	3749
1623	331	3749
1624	331	3749
1625	331	3748
1626	331	3748
1627	332	3747
1628	332	3747
1629	332	3746
1630	332	3746
1631	332	3745
1632	333	3746
1633	333	3745
1634	333	3745
1635	333	3744
1636	333	3744
1637	333	3743
1638	334	3743
1639	334	3742
1640	334	3741
1641	334	3740
1642	334	3740
1643	334	3739
1644	335	3739
1645	335	3738
1646	335	3738
1647	335	3737
1648	335	3736
1649	335	3736
1650	336	3736
1651	336	3735
1652	336	3735
1653	336	3734
1654	336	3734
1655	337	3733
1656	337	3733
1657	337	3732
1658	337	3732
1659	337	3731
1660	337	3731
1661	338	3730
1662	338	3730
1663	338	3729
1664	338	3728
1665	338	3728
1666	339	3731
1667	339	3731
1668	339	3731
1669	339	3731
1670	340	3731
1671	340	3730
1672	340	3730
1673	340	3730
1674	340	3730
1675	341	3729
1676	341	3729
1677	341	3729
1678	341	3728
1679	341	3728
1680	342	3728
1681	342	3728
1682	342	3727
1683	342	3727
1684	342	3726
1685	343	3726
1686	343	3726
1687	343	3725
1688	343	3725
1689	343	3725
1690	344	3725
1691	344	3725
1692	344	3724
1693	344	3724
1694	344	3723
1695	345	3723
1696	345	3723
1697	345	3724
1698	345	3723
1699	345	3724
1700	346	3724
1701	346	3723
1702	346	3724
1703	346	3724
1704	347	3723
1705	347	3723
1706	347	3723
1707	347	3722
1708	347	3721
1709	347	3721
1710	348	3720
1711	348	3719
1712	348	3718
1713	348	3717
1714	348	3717
1715	348	3716
1716	348	3715
1717	349	3714
1718	349	3714
1719	349	3713
1720	349	3712
1721	349	3712
1722	349	3711
1723	350	3710
1724	350	3709
1725	350	3709
1726	350	3708
1727	350	3707
1728	350	3707
1729	350	3706
1730	351	3705
1731	351	3705
1732	351	3705
1733	351	3703
1734	351	3703
1735	351	3702
1736	352	3701
1737	352	3700
1738	352	3699
1739	352	3699
1740	352	3698
1741	352	3697
1742	352	3696
1743	353	3696
1744	353	3695
1745	353	3695
1746	353	3695
1747	353	3696
1748	354	3696
1749	354	3698
1750	354	3697
1751	354	3697
1752	355	3696
1753	355	3695
1754	355	3694
1755	355	3694
1756	355	3693
1757	355	3692
1758	355	3691
1759	356	3690
1760	356	3689
1761	356	3689
1762	356	3688
1763	356	3686
1764	356	3686
1765	356	3685
1766	357	3684
1767	357	3683
1768	357	3682
1769	357	3682
1770	357	3681
1771	357	3680
1772	357	3679
1773	358	3678
1774	358	3677
1775	358	3677
1776	358	3676
1777	358	3675
1778	358	3674
1779	358	3673
1780	359	3673
1781	359	3672
1782	359	3671
1783	359	3670
1784	359	3669
1785	359	3668
1786	359	3668
1787	360	3669
1788	360	3670
1789	360	3669
1790	360	3669
1791	361	3669
1792	361	3669
1793	361	3669
1794	361	3669
1795	362	3669
1796	362	3670
1797	362	3670
1798	362	3670
1799	363	3670
1800	363	3670
1801	363	3670
1802	363	3669
1803	363	3669
1804	364	3669
1805	364	3669
1806	364	3668
1807	364	3668
1808	364	3667
1809	364	3666
1810	365	3666
1811	365	3665
1812	365	3665
1813	365	3664
1814	365	3663
1815	365	3663
1816	365	3662
1817	366	3662
1818	366	3661
1819	366	3660
1820	366	3660
1821	366	3660
1822	367	3659
1823	367	3659
1824	367	3658
1825	367	3658
1826	367	3657
1827	367	3657
1828	368	3656
1829	368	3656
1830	368	3656
1831	368	3656
1832	368	3656
1833	369	3655
1834	369	3655
1835	369	3654
1836	369	3655
1837	369	3655
1838	370	3655
1839	370	3654
1840	370	3654
1841	370	3653
1842	370	3652
1843	370	3652
1844	371	3651
1845	371	3651
1846	371	3651
1847	371	3650
1848	371	3649
1849	371	3649
1850	372	3649
1851	372	3649
1852	372	3648
1853	372	3648
1854	372	3648
1855	373	3647
1856	373	3647
1857	373	3646
1858	373	3646
1859	373	3645
1860	374	3645
1861	374	3645
1862	374	3644
1863	374	3644
1864	374	3644
1865	374	3643
1866	375	3643
1867	375	3643
1868	375	3643
1869	375	3644
1870	376	3643
